ensembl_gene_id	hgnc_symbol	TPM
ENSG00000275290	LILRA2	12
ENSG00000274113	LILRA5	11
ENSG00000275463	LILRB2	32
ENSG00000278437	LILRB5	7
ENSG00000050405	LIMA1	637
ENSG00000064042	LIMCH1	526
ENSG00000144791	LIMD1	168
ENSG00000136490	LIMD2	575
ENSG00000203896	LIME1	16
ENSG00000106683	LIMK1	174
ENSG00000182541	LIMK2	98
ENSG00000169756	LIMS1	2666
ENSG00000072163	LIMS2	0
ENSG00000256977	LIMS3	10
ENSG00000256671	LIMS4	6
ENSG00000131914	LIN28A	33
ENSG00000267796	LIN37	31
ENSG00000205659	LIN52	272
ENSG00000189308	LIN54	542
ENSG00000111052	LIN7A	120
ENSG00000104863	LIN7B	60
ENSG00000148943	LIN7C	128
ENSG00000183814	LIN9	314
ENSG00000240024	LINC00888	9
ENSG00000280534	LINC01347	12
ENSG00000140471	LINS1	82
ENSG00000107798	LIPA	263
ENSG00000166035	LIPC	10
ENSG00000079435	LIPE	30
ENSG00000101670	LIPG	41
ENSG00000163898	LIPH	34
ENSG00000144182	LIPT1	16
ENSG00000175536	LIPT2	10
ENSG00000189067	LITAF	496
ENSG00000271601	LIX1L	621
ENSG00000171695	LKAAEAR1	69
ENSG00000131899	LLGL1	22
ENSG00000073350	LLGL2	10
ENSG00000139233	LLPH	590
ENSG00000074695	LMAN1	1166
ENSG00000169223	LMAN2	592
ENSG00000114988	LMAN2L	24
ENSG00000105983	LMBR1	551
ENSG00000139636	LMBR1L	251
ENSG00000168216	LMBRD1	355
ENSG00000164187	LMBRD2	189
ENSG00000071282	LMCD1	55
ENSG00000103227	LMF1	74
ENSG00000100258	LMF2	152
ENSG00000185621	LMLN	184
ENSG00000160789	LMNA	1476
ENSG00000113368	LMNB1	440
ENSG00000176619	LMNB2	932
ENSG00000152936	LMNTD1	22
ENSG00000135363	LMO2	1268
ENSG00000143013	LMO4	311
ENSG00000136153	LMO7	722
ENSG00000163380	LMOD3	14
ENSG00000164715	LMTK2	7
ENSG00000113441	LNPEP	2646
ENSG00000144320	LNPK	166
ENSG00000072201	LNX1	41
ENSG00000139517	LNX2	121
ENSG00000196365	LONP1	227
ENSG00000102910	LONP2	929
ENSG00000154359	LONRF1	2064
ENSG00000113083	LOX	188
ENSG00000129038	LOXL1	36
ENSG00000134013	LOXL2	0
ENSG00000115318	LOXL3	0
ENSG00000138131	LOXL4	42
ENSG00000064547	LPAR2	152
ENSG00000147145	LPAR4	0
ENSG00000184574	LPAR5	0
ENSG00000139679	LPAR6	354
ENSG00000153395	LPCAT1	130
ENSG00000087253	LPCAT2	1229
ENSG00000111684	LPCAT3	318
ENSG00000176454	LPCAT4	397
ENSG00000123684	LPGAT1	952
ENSG00000134324	LPIN1	1435
ENSG00000101577	LPIN2	694
ENSG00000132793	LPIN3	13
ENSG00000145012	LPP	1610
ENSG00000110031	LPXN	117
ENSG00000198589	LRBA	4060
ENSG00000136141	LRCH1	787
ENSG00000130224	LRCH2	293
ENSG00000186001	LRCH3	393
ENSG00000077454	LRCH4	141
ENSG00000126243	LRFN3	32
ENSG00000173621	LRFN4	2
ENSG00000171236	LRG1	41
ENSG00000155530	LRGUK	0
ENSG00000121931	LRIF1	739
ENSG00000144749	LRIG1	256
ENSG00000198799	LRIG2	403
ENSG00000139263	LRIG3	0
ENSG00000118308	LRMP	782
ENSG00000197324	LRP10	447
ENSG00000147650	LRP12	224
ENSG00000109771	LRP2BP	31
ENSG00000162337	LRP5	60
ENSG00000100068	LRP5L	304
ENSG00000070018	LRP6	936
ENSG00000157193	LRP8	358
ENSG00000163956	LRPAP1	144
ENSG00000138095	LRPPRC	1388
ENSG00000165501	LRR1	533
ENSG00000137269	LRRC1	46
ENSG00000160959	LRRC14	157
ENSG00000128606	LRRC17	0
ENSG00000184434	LRRC19	3
ENSG00000163827	LRRC2	35
ENSG00000010626	LRRC23	202
ENSG00000175489	LRRC25	2
ENSG00000148814	LRRC27	3
ENSG00000168904	LRRC28	286
ENSG00000125122	LRRC29	52
ENSG00000137507	LRRC32	32
ENSG00000171757	LRRC34	54
ENSG00000176681	LRRC37A	94
ENSG00000277221	LRRC37A2	358
ENSG00000176809	LRRC37A3	123
ENSG00000282331	LRRC37A4P	768
ENSG00000185158	LRRC37B	319
ENSG00000250462	LRRC37BP1	623
ENSG00000162494	LRRC38	0
ENSG00000122477	LRRC39	0
ENSG00000128594	LRRC4	20
ENSG00000066557	LRRC40	383
ENSG00000132128	LRRC41	829
ENSG00000116212	LRRC42	369
ENSG00000169683	LRRC45	62
ENSG00000141294	LRRC46	0
ENSG00000130764	LRRC47	207
ENSG00000137821	LRRC49	8
ENSG00000148948	LRRC4C	0
ENSG00000273831	LRRC56	0
ENSG00000180979	LRRC57	399
ENSG00000163428	LRRC58	1231
ENSG00000108829	LRRC59	374
ENSG00000129295	LRRC6	45
ENSG00000127399	LRRC61	57
ENSG00000173988	LRRC63	108
ENSG00000214954	LRRC69	90
ENSG00000033122	LRRC7	60
ENSG00000186105	LRRC70	764
ENSG00000187905	LRRC74B	11
ENSG00000181350	LRRC75A	8406
ENSG00000178026	LRRC75B	7
ENSG00000136802	LRRC8A	480
ENSG00000197147	LRRC8B	529
ENSG00000171488	LRRC8C	624
ENSG00000171492	LRRC8D	636
ENSG00000133739	LRRCC1	483
ENSG00000240720	LRRD1	9
ENSG00000124831	LRRFIP1	3307
ENSG00000093167	LRRFIP2	1147
ENSG00000154237	LRRK1	1018
ENSG00000188906	LRRK2	2
ENSG00000175928	LRRN1	157
ENSG00000170382	LRRN2	12
ENSG00000177363	LRRN4CL	21
ENSG00000146006	LRRTM2	92
ENSG00000176204	LRRTM4	105
ENSG00000148356	LRSAM1	85
ENSG00000184154	LRTOMT	61
ENSG00000161036	LRWD1	37
ENSG00000185565	LSAMP	17
ENSG00000041802	LSG1	607
ENSG00000175324	LSM1	245
ENSG00000181817	LSM10	76
ENSG00000155858	LSM11	66
ENSG00000161654	LSM12	386
ENSG00000257103	LSM14A	1270
ENSG00000149657	LSM14B	37
ENSG00000231502	LSM2	48
ENSG00000170860	LSM3	1025
ENSG00000106355	LSM5	878
ENSG00000164167	LSM6	400
ENSG00000130332	LSM7	720
ENSG00000128534	LSM8	854
ENSG00000130592	LSP1	163
ENSG00000105699	LSR	88
ENSG00000281289	LSS	20
ENSG00000206433	LST1	8
ENSG00000111144	LTA4H	1411
ENSG00000206437	LTB	0
ENSG00000213903	LTB4R	189
ENSG00000213906	LTB4R2	0
ENSG00000049323	LTBP1	0
ENSG00000168056	LTBP3	357
ENSG00000090006	LTBP4	743
ENSG00000111321	LTBR	469
ENSG00000213316	LTC4S	0
ENSG00000198862	LTN1	686
ENSG00000135521	LTV1	96
ENSG00000007392	LUC7L	1290
ENSG00000146963	LUC7L2	1144
ENSG00000108848	LUC7L3	5661
ENSG00000171357	LURAP1	22
ENSG00000169641	LUZP1	347
ENSG00000267697	LUZP6	251
ENSG00000079257	LXN	1061
ENSG00000160932	LY6E	207
ENSG00000239497	LY6G5B	0
ENSG00000054219	LY75	656
ENSG00000248672	LY75-CD302	32
ENSG00000112799	LY86	1
ENSG00000122224	LY9	18
ENSG00000154589	LY96	2
ENSG00000145220	LYAR	398
ENSG00000144214	LYG1	0
ENSG00000185674	LYG2	31
ENSG00000104903	LYL1	197
ENSG00000254087	LYN	1806
ENSG00000159871	LYPD5	120
ENSG00000120992	LYPLA1	441
ENSG00000011009	LYPLA2	122
ENSG00000143353	LYPLAL1	95
ENSG00000102897	LYRM1	270
ENSG00000083099	LYRM2	1396
ENSG00000214113	LYRM4	283
ENSG00000186687	LYRM7	1105
ENSG00000232859	LYRM9	201
ENSG00000163155	LYSMD1	31
ENSG00000140280	LYSMD2	230
ENSG00000176018	LYSMD3	473
ENSG00000183060	LYSMD4	0
ENSG00000143669	LYST	151
ENSG00000090382	LYZ	286
ENSG00000162441	LZIC	89
ENSG00000163818	LZTFL1	319
ENSG00000099949	LZTR1	188
ENSG00000107816	LZTS2	235
ENSG00000088899	LZTS3	226
ENSG00000003056	M6PR	731
ENSG00000181541	MAB21L2	0
ENSG00000173212	MAB21L3	147
ENSG00000183742	MACC1	594
ENSG00000127603	MACF1	5632
ENSG00000133315	MACROD1	32
ENSG00000172264	MACROD2	21
ENSG00000002822	MAD1L1	335
ENSG00000164109	MAD2L1	1078
ENSG00000124688	MAD2L1BP	40
ENSG00000116670	MAD2L2	664
ENSG00000110514	MADD	825
ENSG00000090316	MAEA	983
ENSG00000143194	MAEL	3
ENSG00000178573	MAF	108
ENSG00000179632	MAF1	327
ENSG00000185022	MAFF	303
ENSG00000197063	MAFG	213
ENSG00000198517	MAFK	89
ENSG00000105695	MAG	0
ENSG00000179222	MAGED1	600
ENSG00000102316	MAGED2	790
ENSG00000154545	MAGED4	133
ENSG00000187243	MAGED4B	150
ENSG00000198934	MAGEE1	53
ENSG00000177383	MAGEF1	358
ENSG00000187601	MAGEH1	78
ENSG00000151276	MAGI1	22
ENSG00000187391	MAGI2	21
ENSG00000081026	MAGI3	1317
ENSG00000269313	MAGIX	37
ENSG00000162385	MAGOH	426
ENSG00000111196	MAGOHB	287
ENSG00000102158	MAGT1	1214
ENSG00000111837	MAK	42
ENSG00000198042	MAK16	97
ENSG00000144063	MALL	142
ENSG00000204740	MALRD1	21
ENSG00000156928	MALSU1	367
ENSG00000172175	MALT1	96
ENSG00000165072	MAMDC2	2
ENSG00000161021	MAML1	555
ENSG00000184384	MAML2	863
ENSG00000196782	MAML3	324
ENSG00000176909	MAMSTR	2
ENSG00000111885	MAN1A1	1748
ENSG00000198162	MAN1A2	428
ENSG00000177239	MAN1B1	148
ENSG00000117643	MAN1C1	99
ENSG00000112893	MAN2A1	750
ENSG00000196547	MAN2A2	790
ENSG00000104774	MAN2B1	118
ENSG00000013288	MAN2B2	166
ENSG00000140400	MAN2C1	229
ENSG00000109323	MANBA	361
ENSG00000101363	MANBAL	323
ENSG00000172469	MANEA	223
ENSG00000185090	MANEAL	4
ENSG00000145050	MANF	318
ENSG00000111261	MANSC1	243
ENSG00000212916	MAP10	132
ENSG00000131711	MAP1B	0
ENSG00000101460	MAP1LC3A	57
ENSG00000140941	MAP1LC3B	583
ENSG00000130479	MAP1S	189
ENSG00000078018	MAP2	25
ENSG00000169032	MAP2K1	348
ENSG00000126934	MAP2K2	550
ENSG00000034152	MAP2K3	373
ENSG00000065559	MAP2K4	203
ENSG00000137764	MAP2K5	419
ENSG00000108984	MAP2K6	1
ENSG00000076984	MAP2K7	133
ENSG00000095015	MAP3K1	1088
ENSG00000173327	MAP3K11	295
ENSG00000139625	MAP3K12	65
ENSG00000073803	MAP3K13	670
ENSG00000282637	MAP3K14	35
ENSG00000180815	MAP3K15	22
ENSG00000169967	MAP3K2	814
ENSG00000198909	MAP3K3	564
ENSG00000085511	MAP3K4	350
ENSG00000197442	MAP3K5	483
ENSG00000135341	MAP3K7	448
ENSG00000156265	MAP3K7CL	112
ENSG00000107968	MAP3K8	1293
ENSG00000006432	MAP3K9	4
ENSG00000047849	MAP4	1332
ENSG00000104814	MAP4K1	334
ENSG00000168067	MAP4K2	781
ENSG00000011566	MAP4K3	188
ENSG00000071054	MAP4K4	482
ENSG00000012983	MAP4K5	1412
ENSG00000135525	MAP7	739
ENSG00000116871	MAP7D1	359
ENSG00000129680	MAP7D3	528
ENSG00000164114	MAP9	1208
ENSG00000100030	MAPK1	1178
ENSG00000185386	MAPK11	202
ENSG00000188130	MAPK12	273
ENSG00000156711	MAPK13	40
ENSG00000112062	MAPK14	2283
ENSG00000168175	MAPK1IP1L	2231
ENSG00000102882	MAPK3	138
ENSG00000069956	MAPK6	732
ENSG00000166484	MAPK7	137
ENSG00000107643	MAPK8	669
ENSG00000121653	MAPK8IP1	0
ENSG00000008735	MAPK8IP2	26
ENSG00000138834	MAPK8IP3	349
ENSG00000050748	MAPK9	818
ENSG00000119487	MAPKAP1	425
ENSG00000162889	MAPKAPK2	240
ENSG00000114738	MAPKAPK3	568
ENSG00000089022	MAPKAPK5	554
ENSG00000137802	MAPKBP1	130
ENSG00000101367	MAPRE1	1654
ENSG00000166974	MAPRE2	2313
ENSG00000084764	MAPRE3	0
ENSG00000186205	MARC1	72
ENSG00000277443	MARCKS	753
ENSG00000175130	MARCKSL1	103
ENSG00000072518	MARK2	61
ENSG00000075413	MARK3	636
ENSG00000007047	MARK4	51
ENSG00000247626	MARS2	1
ENSG00000155254	MARVELD1	162
ENSG00000274671	MARVELD2	87
ENSG00000130368	MAS1	16
ENSG00000127241	MASP1	7
ENSG00000009724	MASP2	82
ENSG00000105613	MAST1	31
ENSG00000086015	MAST2	415
ENSG00000099308	MAST3	264
ENSG00000069020	MAST4	837
ENSG00000120539	MASTL	880
ENSG00000168906	MAT2A	3536
ENSG00000038274	MAT2B	765
ENSG00000007264	MATK	31
ENSG00000162510	MATN1	8
ENSG00000132561	MATN2	23
ENSG00000015479	MATR3	1197
ENSG00000129933	MAU2	455
ENSG00000088888	MAVS	647
ENSG00000125952	MAX	887
ENSG00000103495	MAZ	532
ENSG00000180611	MB21D2	0
ENSG00000141644	MBD1	446
ENSG00000134046	MBD2	361
ENSG00000071655	MBD3	314
ENSG00000129071	MBD4	688
ENSG00000204406	MBD5	452
ENSG00000166987	MBD6	92
ENSG00000151332	MBIP	139
ENSG00000176055	MBLAC2	243
ENSG00000152601	MBNL1	7072
ENSG00000139793	MBNL2	400
ENSG00000076770	MBNL3	543
ENSG00000172197	MBOAT1	144
ENSG00000143797	MBOAT2	264
ENSG00000177669	MBOAT4	19
ENSG00000275118	MBOAT7	118
ENSG00000197971	MBP	1137
ENSG00000011258	MBTD1	254
ENSG00000140943	MBTPS1	690
ENSG00000012174	MBTPS2	141
ENSG00000258839	MC1R	12
ENSG00000185231	MC2R	20
ENSG00000076706	MCAM	405
ENSG00000100294	MCAT	18
ENSG00000171444	MCC	6
ENSG00000078070	MCCC1	125
ENSG00000281742	MCCC2	1294
ENSG00000124370	MCEE	1
ENSG00000126217	MCF2L	35
ENSG00000053524	MCF2L2	143
ENSG00000180398	MCFD2	865
ENSG00000143384	MCL1	8647
ENSG00000065328	MCM10	390
ENSG00000073111	MCM2	848
ENSG00000112118	MCM3	1345
ENSG00000160294	MCM3AP	696
ENSG00000104738	MCM4	960
ENSG00000100297	MCM5	395
ENSG00000076003	MCM6	310
ENSG00000166508	MCM7	2310
ENSG00000125885	MCM8	64
ENSG00000111877	MCM9	176
ENSG00000197771	MCMBP	819
ENSG00000178460	MCMDC2	115
ENSG00000090674	MCOLN1	36
ENSG00000153898	MCOLN2	3
ENSG00000147316	MCPH1	488
ENSG00000225663	MCRIP1	328
ENSG00000172366	MCRIP2	20
ENSG00000187778	MCRS1	274
ENSG00000175471	MCTP1	801
ENSG00000140563	MCTP2	1153
ENSG00000232119	MCTS1	541
ENSG00000156026	MCU	65
ENSG00000005059	MCUB	1633
ENSG00000050393	MCUR1	861
ENSG00000224587	MDC1	198
ENSG00000135272	MDFIC	349
ENSG00000112139	MDGA1	52
ENSG00000139915	MDGA2	1
ENSG00000014641	MDH1	1155
ENSG00000138400	MDH1B	2
ENSG00000146701	MDH2	811
ENSG00000110492	MDK	495
ENSG00000111554	MDM1	478
ENSG00000135679	MDM2	174
ENSG00000198625	MDM4	4094
ENSG00000112159	MDN1	981
ENSG00000213920	MDP1	98
ENSG00000082212	ME2	1088
ENSG00000151376	ME3	241
ENSG00000124733	MEA1	1041
ENSG00000163875	MEAF6	720
ENSG00000085276	MECOM	1446
ENSG00000169057	MECP2	841
ENSG00000116353	MECR	0
ENSG00000125686	MED1	632
ENSG00000133398	MED10	255
ENSG00000161920	MED11	89
ENSG00000184634	MED12	585
ENSG00000144893	MED12L	765
ENSG00000108510	MED13	1874
ENSG00000123066	MED13L	826
ENSG00000180182	MED14	838
ENSG00000099917	MED15	273
ENSG00000175221	MED16	151
ENSG00000042429	MED17	453
ENSG00000130772	MED18	57
ENSG00000156603	MED19	201
ENSG00000124641	MED20	153
ENSG00000152944	MED21	499
ENSG00000148297	MED22	75
ENSG00000112282	MED23	747
ENSG00000008838	MED24	604
ENSG00000104973	MED25	41
ENSG00000105085	MED26	207
ENSG00000160563	MED27	141
ENSG00000118579	MED28	597
ENSG00000063322	MED29	520
ENSG00000164758	MED30	474
ENSG00000108590	MED31	228
ENSG00000136146	MED4	1562
ENSG00000133997	MED6	692
ENSG00000155868	MED7	197
ENSG00000159479	MED8	146
ENSG00000141026	MED9	289
ENSG00000068305	MEF2A	410
ENSG00000081189	MEF2C	1581
ENSG00000116604	MEF2D	250
ENSG00000103313	MEFV	26
ENSG00000162591	MEGF6	0
ENSG00000105429	MEGF8	380
ENSG00000106780	MEGF9	850
ENSG00000167077	MEI1	375
ENSG00000180336	MEIOC	9
ENSG00000143995	MEIS1	2304
ENSG00000163975	MELTF	136
ENSG00000162959	MEMO1	1296
ENSG00000133895	MEN1	11
ENSG00000005102	MEOX1	0
ENSG00000146834	MEPCE	355
ENSG00000153208	MERTK	110
ENSG00000106484	MEST	1509
ENSG00000164024	METAP1	1037
ENSG00000172878	METAP1D	2
ENSG00000111142	METAP2	1339
ENSG00000275031	METRNL	0
ENSG00000037897	METTL1	64
ENSG00000145388	METTL14	910
ENSG00000169519	METTL15	210
ENSG00000127804	METTL16	294
ENSG00000165792	METTL17	846
ENSG00000171806	METTL18	1
ENSG00000144401	METTL21A	632
ENSG00000067365	METTL22	158
ENSG00000181038	METTL23	417
ENSG00000127720	METTL25	2
ENSG00000130731	METTL26	316
ENSG00000087995	METTL2A	96
ENSG00000165055	METTL2B	223
ENSG00000165819	METTL3	1018
ENSG00000101574	METTL4	555
ENSG00000138382	METTL5	696
ENSG00000206562	METTL6	257
ENSG00000185432	METTL7A	228
ENSG00000123600	METTL8	286
ENSG00000197006	METTL9	1267
ENSG00000254726	MEX3A	78
ENSG00000183496	MEX3B	6
ENSG00000176624	MEX3C	345
ENSG00000140259	MFAP1	224
ENSG00000117122	MFAP2	341
ENSG00000037749	MFAP3	164
ENSG00000198948	MFAP3L	26
ENSG00000166482	MFAP4	95
ENSG00000168958	MFF	597
ENSG00000140545	MFGE8	240
ENSG00000147324	MFHAS1	144
ENSG00000171109	MFN1	461
ENSG00000116688	MFN2	310
ENSG00000100060	MFNG	593
ENSG00000118855	MFSD1	319
ENSG00000109736	MFSD10	255
ENSG00000092931	MFSD11	46
ENSG00000161091	MFSD12	0
ENSG00000138111	MFSD13A	73
ENSG00000156875	MFSD14A	685
ENSG00000148110	MFSD14B	445
ENSG00000196312	MFSD14C	61
ENSG00000205639	MFSD2B	67
ENSG00000167700	MFSD3	0
ENSG00000174514	MFSD4A	4
ENSG00000173214	MFSD4B	207
ENSG00000182544	MFSD5	155
ENSG00000151690	MFSD6	772
ENSG00000164073	MFSD8	241
ENSG00000135953	MFSD9	174
ENSG00000174197	MGA	1113
ENSG00000131446	MGAT1	628
ENSG00000168282	MGAT2	230
ENSG00000128268	MGAT3	0
ENSG00000071073	MGAT4A	574
ENSG00000161013	MGAT4B	71
ENSG00000182050	MGAT4C	48
ENSG00000184774	MGAT4EP	2
ENSG00000152127	MGAT5	369
ENSG00000074416	MGLL	1175
ENSG00000125871	MGME1	508
ENSG00000170430	MGMT	368
ENSG00000111341	MGP	0
ENSG00000102858	MGRN1	200
ENSG00000008394	MGST1	762
ENSG00000085871	MGST2	931
ENSG00000143198	MGST3	488
ENSG00000150527	MIA2	545
ENSG00000154305	MIA3	654
ENSG00000101752	MIB1	246
ENSG00000197530	MIB2	22
ENSG00000231225	MICA	66
ENSG00000135596	MICAL1	1085
ENSG00000133816	MICAL2	13
ENSG00000243156	MICAL3	353
ENSG00000100139	MICALL1	358
ENSG00000164877	MICALL2	33
ENSG00000107745	MICU1	370
ENSG00000165487	MICU2	631
ENSG00000155970	MICU3	6
ENSG00000165175	MID1IP1	35
ENSG00000080561	MID2	41
ENSG00000167470	MIDN	98
ENSG00000100335	MIEF1	208
ENSG00000177427	MIEF2	15
ENSG00000141741	MIEN1	767
ENSG00000198160	MIER1	1768
ENSG00000105556	MIER2	215
ENSG00000155545	MIER3	315
ENSG00000240972	MIF	3822
ENSG00000125457	MIF4GD	343
ENSG00000180488	MIGA1	303
ENSG00000148343	MIGA2	141
ENSG00000116691	MIIP	143
ENSG00000271605	MILR1	25
ENSG00000141503	MINK1	30
ENSG00000107789	MINPP1	115
ENSG00000164654	MIOS	74
ENSG00000027001	MIPEP	5
ENSG00000151338	MIPOL1	2647
ENSG00000167842	MIS12	756
ENSG00000159055	MIS18A	249
ENSG00000129534	MIS18BP1	4941
ENSG00000141854	MISP3	5
ENSG00000158411	MITD1	619
ENSG00000187098	MITF	2
ENSG00000185155	MIXL1	59
ENSG00000148773	MKI67	8622
ENSG00000125863	MKKS	328
ENSG00000128585	MKLN1	1433
ENSG00000079277	MKNK1	568
ENSG00000099875	MKNK2	195
ENSG00000133606	MKRN1	733
ENSG00000075975	MKRN2	528
ENSG00000179455	MKRN3	0
ENSG00000011143	MKS1	32
ENSG00000120215	MLANA	25
ENSG00000100427	MLC1	476
ENSG00000110917	MLEC	792
ENSG00000178053	MLF1	204
ENSG00000089693	MLF2	1387
ENSG00000076242	MLH1	160
ENSG00000119684	MLH3	628
ENSG00000168404	MLKL	249
ENSG00000130382	MLLT1	85
ENSG00000078403	MLLT10	1793
ENSG00000213190	MLLT11	114
ENSG00000171843	MLLT3	2909
ENSG00000275023	MLLT6	592
ENSG00000167965	MLST8	260
ENSG00000108788	MLX	94
ENSG00000175727	MLXIP	1480
ENSG00000009950	MLXIPL	26
ENSG00000103150	MLYCD	188
ENSG00000151611	MMAA	113
ENSG00000139428	MMAB	336
ENSG00000132763	MMACHC	138
ENSG00000168288	MMADHC	540
ENSG00000108960	MMD	190
ENSG00000196549	MME	2
ENSG00000169446	MMGT1	360
ENSG00000099953	MMP11	0
ENSG00000102996	MMP15	70
ENSG00000156103	MMP16	187
ENSG00000087245	MMP2	119
ENSG00000125966	MMP24	0
ENSG00000008516	MMP25	12
ENSG00000278843	MMP28	26
ENSG00000138722	MMRN1	2882
ENSG00000173269	MMRN2	179
ENSG00000155229	MMS19	44
ENSG00000146263	MMS22L	2233
ENSG00000169184	MN1	203
ENSG00000020426	MNAT1	559
ENSG00000121211	MND1	309
ENSG00000138587	MNS1	444
ENSG00000070444	MNT	122
ENSG00000278268	MOAP1	609
ENSG00000114978	MOB1A	1818
ENSG00000173542	MOB1B	173
ENSG00000182208	MOB2	49
ENSG00000172081	MOB3A	332
ENSG00000120162	MOB3B	8
ENSG00000142961	MOB3C	0
ENSG00000115540	MOB4	533
ENSG00000168314	MOBP	8
ENSG00000075643	MOCOS	25
ENSG00000164172	MOCS2	65
ENSG00000124217	MOCS3	93
ENSG00000106384	MOGAT3	13
ENSG00000115275	MOGS	29
ENSG00000080823	MOK	78
ENSG00000164077	MON1A	100
ENSG00000103111	MON1B	647
ENSG00000061987	MON2	1834
ENSG00000133422	MORC2	486
ENSG00000159256	MORC3	103
ENSG00000133131	MORC4	1346
ENSG00000185787	MORF4L1	2855
ENSG00000123562	MORF4L2	3299
ENSG00000116151	MORN1	14
ENSG00000188010	MORN2	41
ENSG00000139714	MORN3	46
ENSG00000171160	MORN4	44
ENSG00000101928	MOSPD1	370
ENSG00000130150	MOSPD2	265
ENSG00000106330	MOSPD3	10
ENSG00000155363	MOV10	745
ENSG00000073146	MOV10L1	14
ENSG00000060762	MPC1	349
ENSG00000143158	MPC2	1611
ENSG00000129255	MPDU1	294
ENSG00000107186	MPDZ	491
ENSG00000197629	MPEG1	2
ENSG00000103152	MPG	618
ENSG00000124383	MPHOSPH10	403
ENSG00000135698	MPHOSPH6	421
ENSG00000196199	MPHOSPH8	934
ENSG00000051825	MPHOSPH9	2963
ENSG00000178802	MPI	168
ENSG00000117400	MPL	247
ENSG00000168303	MPLKIP	464
ENSG00000008382	MPND	11
ENSG00000005381	MPO	0
ENSG00000130830	MPP1	197
ENSG00000072415	MPP5	743
ENSG00000105926	MPP6	764
ENSG00000150054	MPP7	205
ENSG00000154889	MPPE1	638
ENSG00000066382	MPPED2	238
ENSG00000133030	MPRIP	761
ENSG00000128309	MPST	307
ENSG00000115204	MPV17	735
ENSG00000275543	MPV17L	456
ENSG00000254858	MPV17L2	67
ENSG00000197965	MPZL1	370
ENSG00000149573	MPZL2	316
ENSG00000160588	MPZL3	646
ENSG00000153029	MR1	98
ENSG00000170262	MRAP	0
ENSG00000158186	MRAS	2
ENSG00000011028	MRC2	0
ENSG00000118242	MREG	171
ENSG00000179010	MRFAP1	1356
ENSG00000178988	MRFAP1L1	476
ENSG00000101189	MRGBP	138
ENSG00000037757	MRI1	221
ENSG00000274853	MRM1	0
ENSG00000122687	MRM2	18
ENSG00000171861	MRM3	266
ENSG00000179832	MROH1	42
ENSG00000184313	MROH7	221
ENSG00000271723	MROH7-TTC4	61
ENSG00000101353	MROH8	9
ENSG00000169288	MRPL1	420
ENSG00000159111	MRPL10	343
ENSG00000174547	MRPL11	448
ENSG00000262814	MRPL12	151
ENSG00000172172	MRPL13	84
ENSG00000180992	MRPL14	57
ENSG00000137547	MRPL15	430
ENSG00000166902	MRPL16	1617
ENSG00000158042	MRPL17	300
ENSG00000112110	MRPL18	1134
ENSG00000115364	MRPL19	516
ENSG00000112651	MRPL2	389
ENSG00000242485	MRPL20	565
ENSG00000197345	MRPL21	130
ENSG00000082515	MRPL22	487
ENSG00000214026	MRPL23	154
ENSG00000143314	MRPL24	365
ENSG00000108826	MRPL27	165
ENSG00000086504	MRPL28	345
ENSG00000114686	MRPL3	1341
ENSG00000185414	MRPL30	284
ENSG00000106591	MRPL32	626
ENSG00000243147	MRPL33	701
ENSG00000130312	MRPL34	257
ENSG00000132313	MRPL35	116
ENSG00000171421	MRPL36	125
ENSG00000116221	MRPL37	121
ENSG00000204316	MRPL38	165
ENSG00000154719	MRPL39	732
ENSG00000105364	MRPL4	112
ENSG00000185608	MRPL40	862
ENSG00000182154	MRPL41	246
ENSG00000198015	MRPL42	1108
ENSG00000055950	MRPL43	714
ENSG00000135900	MRPL44	153
ENSG00000278845	MRPL45	269
ENSG00000259494	MRPL46	94
ENSG00000136522	MRPL47	354
ENSG00000175581	MRPL48	594
ENSG00000149792	MRPL49	67
ENSG00000136897	MRPL50	172
ENSG00000111639	MRPL51	729
ENSG00000172590	MRPL52	330
ENSG00000204822	MRPL53	140
ENSG00000183617	MRPL54	186
ENSG00000162910	MRPL55	3
ENSG00000173141	MRPL57	1268
ENSG00000167862	MRPL58	121
ENSG00000143436	MRPL9	974
ENSG00000048544	MRPS10	47
ENSG00000181991	MRPS11	252
ENSG00000128626	MRPS12	548
ENSG00000120333	MRPS14	447
ENSG00000116898	MRPS15	337
ENSG00000182180	MRPS16	670
ENSG00000239789	MRPS17	321
ENSG00000096080	MRPS18A	406
ENSG00000163319	MRPS18C	450
ENSG00000122140	MRPS2	274
ENSG00000266472	MRPS21	1443
ENSG00000175110	MRPS22	305
ENSG00000181610	MRPS23	228
ENSG00000062582	MRPS24	321
ENSG00000131368	MRPS25	383
ENSG00000125901	MRPS26	361
ENSG00000113048	MRPS27	420
ENSG00000147586	MRPS28	279
ENSG00000112996	MRPS30	237
ENSG00000102738	MRPS31	360
ENSG00000243406	MRPS31P5	585
ENSG00000090263	MRPS33	402
ENSG00000074071	MRPS34	168
ENSG00000061794	MRPS35	339
ENSG00000278461	MRPS36	324
ENSG00000144029	MRPS5	391
ENSG00000243927	MRPS6	614
ENSG00000125445	MRPS7	438
ENSG00000135972	MRPS9	104
ENSG00000148187	MRRF	240
ENSG00000124532	MRS2	375
ENSG00000053372	MRTO4	128
ENSG00000072952	MRVI1	49
ENSG00000156738	MS4A1	7
